CodeEtb,Etablissement,CodeFil,Filiere,Min1,Min2,Min3
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers BENI ABBES,14.11,14.11,14.11
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers ADRAR,15.48,15.48,15.48
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers BECHAR,,,
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers EL BAYADH,14.03,14.03,14.03
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers TINDOUF,,,
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers NAAMA,14.44,14.44,14.44
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers TIMIMOUN,14.11,14.11,14.11
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers BORDJ BADJI MOKHTAR,,,
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers BENI ABBES,14.34,14.34,14.34
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers ADRAR,13.96,13.96,13.96
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers BECHAR,13.81,13.81,13.81
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers EL BAYADH,13.87,13.87,13.87
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers TINDOUF,13.66,13.66,13.66
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers NAAMA,13.75,13.75,13.75
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers TIMIMOUN,13.5,13.5,13.5
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers BORDJ BADJI MOKHTAR,,,
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers BENI ABBES,14.14,14.14,14.14
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,J00PPN01,EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pour bacheliers ADRAR,13.55,13.55,13.55
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,J00PPN01,EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pour bacheliers BECHAR,13.97,13.97,13.97
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,J00PPN01,EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pour bacheliers TLEMCEN,14.34,14.34,14.34
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,J00PPN01,EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pour bacheliers EL BAYADH,14.9,14.9,14.9
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,J00PPN01,EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pour bacheliers TINDOUF,13.91,13.91,13.91
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,J00PPN01,EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pour bacheliers NAAMA,16.61,16.61,16.61
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,J00PPN01,EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pour bacheliers TIMIMOUN,14.69,14.69,14.69
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,J00PPN01,EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pour bacheliers BORDJ BADJI MOKHTAR,11.71,11.71,11.71
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,J00PPN01,EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pour bacheliers BENI ABBES,13.48,13.48,13.48
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PML01,LANGUE ET LITTERATURE ARABES (P.E.M) -- pour bacheliers ADRAR,14.11,14.11,14.11
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PML01,LANGUE ET LITTERATURE ARABES (P.E.M) -- pour bacheliers BECHAR,,,
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PML01,LANGUE ET LITTERATURE ARABES (P.E.M) -- pour bacheliers EL BAYADH,14.47,14.47,14.47
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PML01,LANGUE ET LITTERATURE ARABES (P.E.M) -- pour bacheliers TINDOUF,,,
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PML01,LANGUE ET LITTERATURE ARABES (P.E.M) -- pour bacheliers NAAMA,14.41,14.41,14.41
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PML01,LANGUE ET LITTERATURE ARABES (P.E.M) -- pour bacheliers TIMIMOUN,,,
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PML01,LANGUE ET LITTERATURE ARABES (P.E.M) -- pour bacheliers BORDJ BADJI MOKHTAR,,,
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PML01,LANGUE ET LITTERATURE ARABES (P.E.M) -- pour bacheliers BENI ABBES,,,
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PPL01,ARABE (P.E.P) -- pour bacheliers ADRAR,13.77,13.77,13.77
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PPL01,ARABE (P.E.P) -- pour bacheliers BECHAR,13.68,13.68,13.68
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PPL01,ARABE (P.E.P) -- pour bacheliers EL BAYADH,13.99,13.99,13.99
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PPL01,ARABE (P.E.P) -- pour bacheliers TINDOUF,,,
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PPL01,ARABE (P.E.P) -- pour bacheliers NAAMA,14.35,14.35,14.35
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PPL01,ARABE (P.E.P) -- pour bacheliers TIMIMOUN,13.96,13.96,13.96
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PPL01,ARABE (P.E.P) -- pour bacheliers BORDJ BADJI MOKHTAR,,,
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PPL01,ARABE (P.E.P) -- pour bacheliers BENI ABBES,,,
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PSL01,LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliers ADRAR,15.56,15.56,15.56
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PSL01,LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliers BECHAR,14.01,14.01,14.01
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PSL01,LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliers EL BAYADH,14.82,14.82,14.82
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PSL01,LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliers TINDOUF,,,
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PSL01,LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliers NAAMA,15.06,15.06,15.06
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PSL01,LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliers TIMIMOUN,14.35,14.35,14.35
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PSL01,LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliers BORDJ BADJI MOKHTAR,,,
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PSL01,LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliers BENI ABBES,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers CHLEF,16.76,16.76,16.76
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers BEJAIA,14.03,14.03,14.03
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers BLIDA,16.07,16.07,16.07
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers BOUIRA,16.45,16.45,16.45
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers TAMANRASSET,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers TIZI-OUZOU,14.79,14.79,14.79
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers ALGER,14.69,14.69,14.69
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers ILLIZI,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers BOUMERDES,14.94,14.94,14.94
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers TISSEMSILT,16.43,16.43,16.43
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers TIPAZA,14.62,14.62,14.62
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers AIN-DEFLA,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers IN SALAH,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers IN GUEZZAM,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers DJANET,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers BEJAIA,14.93,14.93,14.93
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers BLIDA,16.14,16.14,16.14
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers BOUIRA,17.09,17.09,17.09
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers TAMANRASSET,15.78,15.78,15.78
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers TIZI-OUZOU,14.49,14.49,14.49
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers ALGER,15.38,15.38,15.38
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers ILLIZI,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers BOUMERDES,15.77,15.77,15.77
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers TIPAZA,15.38,15.38,15.38
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers AIN-DEFLA,16.83,16.83,16.83
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers IN SALAH,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers IN GUEZZAM,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers DJANET,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers CHLEF,16.61,16.61,16.61
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers LAGHOUAT,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers BLIDA,15.41,15.41,15.41
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers BOUIRA,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers TAMANRASSET,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers TLEMCEN,14.09,14.09,14.09
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers TIARET,,,
Etb,,,,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers TIZI-OUZOU,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers ALGER,14.36,14.36,14.36
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers DJELFA,15.94,15.94,15.94
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers SAIDA,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers SIDIBEL-ABBES,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers MEDEA,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers MOSTAGANEM,15.67,15.67,15.67
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers MSILA,15.4,15.4,15.4
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers MASCARA,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers ORAN,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers ILLIZI,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers BOUMERDES,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers TISSEMSILT,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers TIPAZA,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers AIN-DEFLA,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers AIN-,,,
,,,TEMOUCHENT,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers GHARDAIA,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers RELIZANE,15.68,15.68,15.68
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers IN SALAH,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers IN GUEZZAM,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers DJANET,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers EL MENIAA,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers CHLEF,16.7,16.7,16.7
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers LAGHOUAT,,,
Etb,,,,,,
E08,UNIV. BATNA 1,I19LAL01,SCIENCES SOCIALES,10.0,10.0,10.0
E08,UNIV. BATNA 1,I20LAL01,SCIENCES ISLAMIQUES,10.0,10.0,10.0
E08,UNIV. BATNA 1,L00LAL01,LANGUE ET LITTERATURE ARABES,10.01,10.01,10.01
E08,UNIV. BATNA 1,M00LAL01,LANGUE ET CULTURE AMAZIGHES,10.0,10.0,10.0
E08,UNIV. BATNA 1,N01LAL01,GESTION DES TECHNIQUES URBAINES,7.53,7.53,7.53
E08,UNIV. BATNA 1,N02FPN01,MANAGEMENT DES PROJETS DE CONSTRUCTION,11.37,11.37,11.37
E08,UNIV. BATNA 1,N05IAL01,ARCHITECTURE,12.52,12.52,12.52
E45,UNIV. BATNA 2,A00LAL01,SCIENCES ET TECHNOLOGIES,9.65,9.65,9.65
E45,UNIV. BATNA 2,A00TCL01,SCIENCES ET TECHNOLOGIES,12.05,12.05,12.05
E45,UNIV. BATNA 2,A05TCL01,GENIE CIVIL,11.12,11.12,11.12
E45,UNIV. BATNA 2,A08TCL01,GENIE DES PROCEDES,9.98,9.98,9.98
E45,UNIV. BATNA 2,A16TCL01,ELECTROTECHNIQUE,10.32,10.32,10.32
E45,UNIV. BATNA 2,A19TCL01,GENIE MECANIQUE,9.71,9.71,9.71
E45,UNIV. BATNA 2,A21FPN01,HYGIENE ET SECURITE INDUSTRIELLE,13.93,13.93,13.93
E45,UNIV. BATNA 2,A21LAN01,HYGIENE ET SECURITE INDUSTRIELLE,12.21,12.21,12.21
E45,UNIV. BATNA 2,C01LAL01,INFORMATIQUE,13.35,13.35,13.35
E45,UNIV. BATNA 2,C01TCL01,INFORMATIQUE,13.95,13.95,13.95
E45,UNIV. BATNA 2,C02LAL01,MATHEMATIQUES,10.53,10.53,10.53
E45,UNIV. BATNA 2,E01LAL02,GEOGRAPHIE ET AMENAGEMENT DU TERRITOIRE,9.57,9.57,9.57
E45,UNIV. BATNA 2,E03LAL01,GEOLOGIE,10.03,10.03,10.03
E45,UNIV. BATNA 2,H01LAL01,LANGUE FRANCAISE,10.11,10.11,10.11
E45,UNIV. BATNA 2,H03IAN05,"TRADUCTION INTERPRETARIAT (ARABE, FRANCAIS,",12.87,12.87,12.87
,,,ANGLAIS),,,
E45,UNIV. BATNA 2,H06LAL01,LANGUE ANGLAISE,12.13,12.13,12.13
Etb,,,,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers OUM-EL-BOUAGHI,15.79,15.79,15.79
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers BATNA,16.3,16.3,16.3
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers BEJAIA,15.27,15.27,15.27
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers BISKRA,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers BLIDA,16.37,16.37,16.37
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers BOUIRA,16.69,16.69,16.69
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers TAMANRASSET,13.87,13.87,13.87
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers TEBESSA,16.66,16.66,16.66
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers TLEMCEN,15.05,15.05,15.05
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers TIARET,16.49,16.49,16.49
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers TIZI-OUZOU,15.09,15.09,15.09
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers ALGER,14.83,14.83,14.83
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers DJELFA,17.03,17.03,17.03
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers JIJEL,15.78,15.78,15.78
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers SETIF,16.15,16.15,16.15
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers SAIDA,16.64,16.64,16.64
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers SKIKDA,15.59,15.59,15.59
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers SIDIBEL-ABBES,15.69,15.69,15.69
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers ANNABA,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers GUELMA,16.13,16.13,16.13
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers CONSTANTINE,15.36,15.36,15.36
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers MEDEA,17.5,17.5,17.5
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers MOSTAGANEM,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers MSILA,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers MASCARA,16.06,16.06,16.06
Etb,,,,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers OUARGLA,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers ORAN,15.25,15.25,15.25
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers ILLIZI,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers B.B.ARRERIDJ,15.79,15.79,15.79
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers BOUMERDES,14.56,14.56,14.56
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers ELTARF,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers TISSEMSILT,16.55,16.55,16.55
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers EL OUED,16.08,16.08,16.08
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers KHENCHLA,15.58,15.58,15.58
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers SOUK-AHRAS,15.55,15.55,15.55
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers TIPAZA,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers MILA,16.12,16.12,16.12
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers AIN-DEFLA,16.27,16.27,16.27
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers AIN-TEMOUCHENT,17.12,17.12,17.12
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers GHARDAIA,16.0,16.0,16.0
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers RELIZANE,16.26,16.26,16.26
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers OULED DJELLAL,15.25,15.25,15.25
